CID,SMILES,PAINS_A,PAINS_B,PAINS_C,AllAssays_Active,AllAssays_Total,LuciferaseAssays_Active,LuciferaseAssays_Total,BetaLactamaseAssays_Active,BetaLactamaseAssays_Total,FluorescenceAssays_Active,FluorescenceAssays_Total
1256270,CC1=CC(=CC(=C1)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CO4)C,anil_di_alk_A(478),   ,   ,11,681,1,113,0,14,6,399
1256424,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])C(=O)C4=CC=CS4,anil_di_alk_A(478),   ,   ,41,389,19,94,0,7,4,203
1256815,CCC(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,anil_di_alk_A(478),   ,   ,4,773,3,126,0,24,0,457
1257587,CCCC(=O)NC(=S)NC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CS3,anil_di_alk_A(478),   ,   ,12,633,6,112,0,11,2,373
1257729,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=CS3)Cl)C(=O)C4=CC=CO4,anil_di_alk_A(478),   ,   ,20,787,8,129,0,24,3,460
1258386,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CN=CC=C3)Cl)C(=O)C4=CC=CS4,anil_di_alk_A(478),   ,   ,3,631,1,108,0,11,0,373
1258580,C1COCCN1C2=CC=C(C=C2)NC(=O)CN3C(=O)COC4=C3C=C(C=C4)Cl,anil_di_alk_A(478),   ,   ,0,490,0,88,0,7,0,282
1259066,CN(C)C1=CC=C(C=C1)NC(=O)NC2=CC=CC3=CC=CC=C32,anil_di_alk_A(478),   ,   ,8,635,5,108,0,11,1,373
1259495,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CN=CC=C3)Cl)C(=O)C4=CC=CO4,anil_di_alk_A(478),   ,   ,2,634,1,110,0,11,0,371
1263335,CC1=CC(=C(S1)C)S(=O)(=O)NC2=CC=C(C=C2)N(C)C,anil_di_alk_A(478),   ,   ,9,678,0,113,0,14,0,395
1263637,CCCC(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)Br,anil_di_alk_A(478),   ,   ,1,807,0,129,0,25,0,481
1264178,CC1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)Br,anil_di_alk_A(478),   ,   ,19,497,19,98,0,7,1,279
1264934,CN1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)N(C)C)C3=NC=CN=C3,anil_di_alk_A(478),   ,   ,5,505,2,91,0,7,2,293
1272562,CCOC(=O)C1=CN=C2C=CC(=CC2=C1NC3=CC=C(C=C3)N4CCN(CC4)C)OC,anil_di_alk_A(478),   ,   ,37,499,2,88,2,11,10,269
1275690,CC1=CC(=C(N1C2=CC=C(C=C2)N(C)C)C)C=C3C(=O)NC(=O)S3,anil_di_alk_A(478),pyrrole_A(118),   ,5,496,0,88,0,7,4,292
1275697,CC1=CC(=C(N1C2=CC=C(C=C2)N3CCOCC3)C)C=C4C(=O)NC(=O)S4,anil_di_alk_A(478),pyrrole_A(118),   ,10,576,1,95,0,10,5,344
1276206,C1CCN(C1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CC=C3[N+](=O)[O-],anil_di_alk_A(478),   ,   ,12,656,7,109,0,13,1,384
1287632,CC1=CC(=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCOCC3)C,anil_di_alk_A(478),   ,   ,7,637,3,109,0,11,2,376
1288017,CCOC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCC(CC3)C)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,11,541,1,87,0,13,4,312
1288018,COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C,anil_di_alk_A(478),   ,   ,3,786,1,126,0,25,2,467
1288173,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)NCC3=CC4=C(C=C3)OCO4,anil_di_alk_A(478),   ,   ,15,797,0,126,1,26,14,474
1288450,CC1=CC(=C(C=C1)C(C)C)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C,anil_di_alk_A(478),   ,   ,5,741,1,117,0,24,3,444
1288834,COC1=C(C=C(C=C1)Br)CNC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,5,494,0,83,0,7,2,293
1289155,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CN=CC=C3)C(=O)C4=CC=CS4,anil_di_alk_A(478),   ,   ,3,631,1,110,0,11,1,370
1289394,CCN(CC)C1=C(C=C(C=C1)NC(=O)CSC2=NN=C(S2)N)C,anil_di_alk_A(478),   ,   ,7,754,2,125,0,25,4,448
1290529,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,1,621,1,105,0,11,0,369
1292117,CC1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)OC)Br,anil_di_alk_A(478),   ,   ,1,618,0,104,0,11,1,368
1293035,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC=C(O4)Br,anil_di_alk_A(478),   ,   ,12,690,3,112,0,14,0,401
1294737,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3Br,anil_di_alk_A(478),   ,   ,5,772,5,124,0,25,0,460
1297296,CC1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CO4)C,anil_di_alk_A(478),   ,   ,3,484,1,86,0,7,0,286
1297339,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CN=CC=C3)Cl)C(=O)C4=CC=CC=C4,anil_di_alk_A(478),   ,   ,17,689,7,116,0,14,3,401
1298299,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=CO3)Cl)C(=O)C4=CC=CC=C4,anil_di_alk_A(478),   ,   ,12,771,3,121,0,25,0,452
1299265,CC1=C(C(=CC(=C1)Br)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C)OC,anil_di_alk_A(478),   ,   ,1,774,0,126,0,24,1,460
1299857,CC1=CC(=CC=C1)NC(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=CC=C3)N4CCCCC4,anil_di_alk_A(478),   ,   ,1,674,0,113,0,14,0,394
1300948,C1COCCN1C2=C(C=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4O3)Cl,anil_di_alk_A(478),   ,   ,20,807,6,128,3,28,11,483
1303635,CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)NC3=CC(=C(C=C3)N4CCOCC4)Cl,anil_di_alk_A(478),   ,   ,9,670,7,109,0,14,1,385
1304706,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCCO5,anil_di_alk_A(478),   ,   ,12,496,5,90,0,7,4,286
1307710,CC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CO4,anil_di_alk_A(478),   ,   ,7,494,4,89,0,7,1,283
1314023,C1CN(CCN1CC2=CC=CC=C2Cl)C3=CC=C(C=C3)NC(=O)C4=CN=CC=C4,anil_di_alk_A(478),   ,   ,4,804,0,130,0,25,1,476
1315290,C1COCCN1C2=C(C=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4S3)Cl,anil_di_alk_A(478),   ,   ,13,664,1,107,0,13,2,383
1317528,C1CN(CCN1C2=CC=C(C=C2)NC(=O)OC3=CC=CC=C3)C4=CC=C(C=C4)O,anil_di_alk_A(478),   ,   ,15,806,0,130,1,27,12,484
1317965,C1CCN(C1)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Br)Cl,anil_di_alk_A(478),   ,   ,13,500,0,88,0,7,6,290
1318591,CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=CC=C3C(=O)O)N4CCCCC4,anil_di_alk_A(478),   ,   ,7,629,1,106,0,11,3,371
1318887,CCOC(=O)C1=CC2=C(N(C(=C2C=C(C1=O)C(=O)OCC)C)C3=CC=C(C=C3)N(C)C)C,anil_di_alk_A(478),   ,   ,8,663,2,106,0,14,4,390
1320461,CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=CO3)N4CCCCC4,anil_di_alk_A(478),   ,   ,15,759,6,125,0,25,5,441
1321754,CN(C)C1=CC=C(C=C1)N2C(=O)CSC2=S,anil_di_alk_A(478),rhod_sat_A(33),   ,21,668,4,110,0,13,14,395
1324508,C1CCN(C1)C2=C(C=C(C=C2)NC(=O)C=CC3=CC(=C(C=C3)Cl)[N+](=O)[O-])Cl,anil_di_alk_A(478),   ,   ,9,640,1,105,0,13,3,377
1328059,CN1C2=CC=CC3=C2C(=C(C1=O)NC4=CC=C(C=C4)N(C)C)C5=CC=CC=C5C3=O,anil_di_alk_A(478),   ,   ,47,630,3,96,0,13,28,382
1328214,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3Cl)F)F,anil_di_alk_A(478),   ,   ,2,626,2,104,0,13,0,368
1331072,C1COCCN1C2=CC=C(C=C2)NC(=S)NC3=CC4=C(C=C3)SN=N4,anil_di_alk_A(478),   ,   ,9,619,1,103,0,11,6,370
1331358,C1COCCN1C2=CC=C(C=C2)NC(=S)NC3=CC4=C(C=C3)N=C(C(=N4)C5=CC=CO5)C6=CC=CO6,anil_di_alk_A(478),   ,   ,56,713,2,110,0,14,44,426
1332258,COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,11,499,3,90,0,7,6,288
1332381,C1CCN(C1)C2=CC=C(C=C2)NC(=O)C=CC3=CC(=C(C=C3)Cl)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,20,662,3,109,0,13,11,393
1333333,COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCCCC3)Br,anil_di_alk_A(478),   ,   ,7,634,5,108,0,13,0,370
1333578,CC1=C(C=CC(=C1)C(=O)NC2=CC(=C(C=C2)N3CCCC3)Cl)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,22,638,10,112,0,13,8,372
1334226,CC1=CC(=C(C(=C1)Br)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C,anil_di_alk_A(478),   ,   ,1,392,0,78,0,7,1,233
1334525,COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCCC3)Br,anil_di_alk_A(478),   ,   ,3,498,2,94,0,7,0,282
1335691,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)N3C(=O)C=CC3=O)N4CCOCC4)Cl,anil_di_alk_A(478),   ,   ,71,698,7,105,5,18,33,428
1336924,C1COCCN1C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,3,646,2,107,0,13,1,375
1337112,CC1=CC(=CC=C1)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4,anil_di_alk_A(478),   ,   ,7,630,2,101,0,13,2,374
1337736,CCOC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCCC3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,18,642,3,108,0,13,10,376
1338039,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC4=C(C=C3)OCCO4)C(=O)C5=CC=CC=C5,anil_di_alk_A(478),   ,   ,7,483,4,90,0,7,1,280
1338433,CCOC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)N3CCOCC3)Cl)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,18,660,3,110,0,13,8,384
1340532,CCNC(=S)NC1=C(C=C(C(=C1)OCC)N2CCOCC2)OCC,anil_di_alk_A(478),   ,   ,4,651,0,106,0,13,2,388
1341238,C1CCN(CC1)C2=C(C=C(C=C2)NC(=S)NC(=O)C3=CC=CS3)Cl,anil_di_alk_A(478),   ,   ,26,490,2,67,0,12,16,304
1344030,COC1=CC=CC(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,17,661,2,106,0,14,6,388
1344039,C1COCCN1C2=C(C=C(C=C2)NC(=S)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)Cl,anil_di_alk_A(478),   ,   ,7,666,2,106,0,14,3,387
1345107,C1COCCN1C2=C(C=C(C=C2)NC(=S)NC(=O)C=CC3=CC=CO3)Cl,anil_di_alk_A(478),   ,   ,13,659,3,105,0,14,3,381
1345130,COC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,6,620,3,107,0,11,2,367
1345163,COC1=CC(=CC(=C1OC)OC)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,10,627,4,101,0,13,4,369
1345254,C1COCCN1C2=C(C=C(C=C2)NC(=S)NC(=O)C=CC3=CC=C(C=C3)Cl)Cl,anil_di_alk_A(478),   ,   ,15,648,8,111,0,13,3,373
1346051,COC1=CC=CC=C1C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,7,656,2,104,0,13,2,385
1346161,CN(C)C1=CC=C(C=C1)NC(=S)NC(=O)C=CC2=CC=C(C=C2)Cl,anil_di_alk_A(478),   ,   ,10,669,6,107,0,14,5,389
1346212,CCOC1=CC=CC(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,11,673,2,110,0,14,6,388
1346587,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)NC(=S)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,5,629,3,105,0,11,1,371
1349705,CCN(CC)C1=CC=C(C=C1)NC(=O)C=CC2=C(C=CC(=C2)Br)OC,anil_di_alk_A(478),   ,   ,13,662,3,105,0,14,8,388
1357132,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,2,657,0,107,0,11,2,397
1362654,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)COC3=CC=CC=C3,anil_di_alk_A(478),   ,   ,1,437,1,70,0,5,0,255
1363548,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC=CC=C4[N+](=O)[O-],anil_di_alk_A(478),   ,   ,10,660,5,108,0,11,4,397
1367645,C1COCCN1C2=C(C=C(C=C2)NC(=S)NC(=O)C=CC3=CC=CC=C3)Cl,anil_di_alk_A(478),   ,   ,3,675,1,110,0,14,2,394
1377933,CC1=C(C=C(C=C1)Cl)C2=CC=C(O2)C=NC3=CC=C(C=C3)N4CCOCC4,anil_di_alk_A(478),   ,   ,20,657,0,106,0,13,15,390
1396393,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Br)Cl)C(=O)C4=CC=CO4,anil_di_alk_A(478),   ,   ,9,388,5,66,0,5,5,217
1396924,CC(C)CC(=O)NC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CS3,anil_di_alk_A(478),   ,   ,0,503,0,90,0,7,0,291
1397552,CC(C)CC(=O)NC(=S)NC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CS3,anil_di_alk_A(478),   ,   ,17,568,9,98,1,11,2,337
1398293,C1COCCN1C2=C(C=C(C=C2)NC(=O)CSC3=NN=NN3C4=CC=C(C=C4)O)Cl,anil_di_alk_A(478),   ,   ,10,698,8,129,0,14,0,398
1421662,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CO4)Br,anil_di_alk_A(478),   ,   ,3,274,0,41,0,2,2,158
1422958,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,22,663,3,106,3,16,12,398
1435045,CCC1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=CC=C(C=C3)N(C)C,anil_di_alk_A(478),   ,   ,8,572,1,97,0,10,5,343
1435145,CCN(CC)C1=C(C=C(C=C1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)C4CC4)C,anil_di_alk_A(478),   ,   ,12,496,2,91,0,7,4,287
1435156,CN(C)C1=CC=C(C=C1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)C4CC4,anil_di_alk_A(478),   ,   ,6,491,4,90,0,7,0,285
1442464,CC(C)(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=CC=C(C=C3)N4CCOCC4,anil_di_alk_A(478),   ,   ,5,679,3,112,0,14,1,396
1442655,CCCC1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=CC=C(C=C3)N4CCOCC4,anil_di_alk_A(478),   ,   ,4,663,1,111,0,14,0,392
1442755,CC1=CC=CC2=CC3=C(N=C12)SC(=C3N)C(=O)NC4=CC=C(C=C4)N5CCOCC5,anil_di_alk_A(478),   ,   ,25,672,4,105,0,14,15,397
1442821,CC(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=CC=C(C=C3)N(C)C,anil_di_alk_A(478),   ,   ,10,625,1,106,1,11,6,369
1442863,CC(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=CC=C(C=C3)N4CCOCC4,anil_di_alk_A(478),   ,   ,9,672,1,113,0,14,4,395
1445713,C1CC1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC=CS4,anil_di_alk_A(478),   ,   ,0,618,0,105,0,11,0,368
1448461,CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,anil_di_alk_A(478),   ,   ,4,430,1,86,0,6,1,231
1475579,CC1(CN(C1=O)C2=CC=C(C=C2)N(C)C)C,anil_di_alk_A(478),   ,   ,7,631,2,109,0,11,3,370
1480227,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCOCC3)Cl,anil_di_alk_A(478),   ,   ,0,634,0,108,0,11,0,372
1480246,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCCCC3)Cl,anil_di_alk_A(478),   ,   ,1,618,0,103,0,11,1,366
1480249,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)Cl,anil_di_alk_A(478),   ,   ,7,678,5,111,0,14,1,401
1480263,CC(=O)NC1=CC=C(C=C1)N2CCCC2,anil_di_alk_A(478),   ,   ,5,669,0,106,0,14,4,391
1480268,C1CCN(C1)C2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)Cl,anil_di_alk_A(478),   ,   ,4,492,3,84,0,7,1,289
1480272,CC(C)(C)C(=O)NC1=CC=C(C=C1)N2CCCC2,anil_di_alk_A(478),   ,   ,3,675,0,109,0,14,2,395
1480278,CC(C)C(=O)NC1=CC=C(C=C1)N2CCCC2,anil_di_alk_A(478),   ,   ,6,672,1,108,0,14,4,394
1480279,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCCC3)Cl,anil_di_alk_A(478),   ,   ,4,633,0,109,0,11,3,371
1480288,CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCCC3,anil_di_alk_A(478),   ,   ,12,636,8,109,0,11,2,374
1480302,C1CN(CCN1C2=CC=C(C=C2)N)C3=CC=C(C=C3)F,anil_di_alk_A(478),anil_no_alk(40),   ,15,637,2,109,0,11,8,375
1481584,C1COCCN1C2=CC=C(C=C2)NC(=O)CS(=O)(=O)C3=CC=CC=C3,anil_di_alk_A(478),   ,   ,2,628,1,106,0,11,1,373
1481585,COC(=O)C1=CC=CC=C1SCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,4,488,2,88,0,7,1,282
1481586,C1COCCN1C2=CC=C(C=C2)NC(=O)CSC3=CC=CC=C3N,anil_di_alk_A(478),   ,   ,4,686,0,114,0,14,2,404
1485319,C1CN(CCN1C2=CC=CC=C2)C3=C(C=C(C=C3)N)F,anil_di_alk_A(478),   ,   ,8,639,2,110,0,11,2,374
1485328,C1CC1C(=O)NC2=CC(=C(C=C2)N3CCN(CC3)C4=CC=CC=C4)F,anil_di_alk_A(478),   ,   ,2,628,1,110,0,11,1,370
1485335,CC(C)C(=O)NC1=CC(=C(C=C1)N2CCN(CC2)C)F,anil_di_alk_A(478),   ,   ,2,606,2,103,0,11,0,355
1485336,C1COCCN1C2=C(C=C(C=C2)NC(=O)C3=CC=CS3)F,anil_di_alk_A(478),   ,   ,15,497,11,92,0,7,2,285
1486116,CN(C)C1=CC=C(C=C1)NC(=O)C2=CC=CN(C2=O)CC=C,anil_di_alk_A(478),   ,   ,12,486,8,82,0,7,1,287
1489357,CN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)CN3CCOCC3)F,anil_di_alk_A(478),   ,   ,1,619,0,106,0,11,0,366
1490997,CC1=C(C=CC(=C1)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)C)Cl,anil_di_alk_A(478),   ,   ,11,512,2,84,0,7,8,309
1494312,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC=C(C=C4)Cl,anil_di_alk_A(478),   ,   ,49,537,9,93,2,11,23,319
1502838,CCN(CC)C1=CC=C(C=C1)NC2=NC(=CS2)C3=CN=CC=C3,anil_di_alk_A(478),   ,   ,34,506,20,95,0,7,7,289
1506405,C1COCCN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)Cl,anil_di_alk_A(478),   ,   ,2,492,0,89,0,7,0,287
1511904,C1CCN(C1)C2=C(C=C(C=C2)N3C=C(C(=O)C4=CC(=C(C(=C43)F)F)F)C(=O)O)F,anil_di_alk_A(478),   ,   ,19,633,0,106,0,11,9,369
1556087,CCN(CC)C1=CC=C(C=C1)NC(=O)C=CC2=CC=CC=C2Cl,anil_di_alk_A(478),   ,   ,29,674,9,102,0,14,15,397
1556088,CCN(CC)C1=CC=C(C=C1)NC(=O)CCCCCN2C(=O)C3=CC=CC=C3C2=O,anil_di_alk_A(478),   ,   ,12,769,1,119,0,25,3,465
1559125,CC1=CC=C(C=C1)C(=O)OC2=C(N=C(O2)C3=CC=CC=C3)C=NC4=CC=C(C=C4)N(C)C,anil_di_alk_A(478),   ,   ,22,660,13,109,0,13,6,392
1562744,CCCCOC(=O)NC1=CC=C(C=C1)N(C)C,anil_di_alk_A(478),   ,   ,24,660,15,110,0,13,5,387
1562745,CCCCOC(=O)NC1=CC=C(C=C1)N2CCCCC2,anil_di_alk_A(478),   ,   ,29,756,20,129,0,22,3,439
1562746,CCCCOC(=O)NC1=CC=C(C=C1)N2CCOCC2,anil_di_alk_A(478),   ,   ,13,755,11,122,0,25,3,443
1564326,CC1=CC=CC=C1OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,5,741,0,120,0,23,4,441
1564917,CC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,0,683,0,113,0,14,0,399
1564986,CCC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCCCC3,anil_di_alk_A(478),   ,   ,1,665,0,107,0,14,1,388
1564989,CCC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,1,613,1,105,0,11,0,362
1565190,C1COCCN1C2=CC=C(C=C2)NC(=O)CCCOC3=CC=C(C=C3)Cl,anil_di_alk_A(478),   ,   ,0,606,0,103,0,11,0,360
1565307,CCN(CC)C1=CC=C(C=C1)NC(=O)CCCOC2=CC=CC(=C2)C,anil_di_alk_A(478),   ,   ,4,565,0,106,0,10,3,319
1565312,CC1=CC(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)N(C)C,anil_di_alk_A(478),   ,   ,14,646,5,105,0,13,6,383
1565313,CC1=CC(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCCCC3,anil_di_alk_A(478),   ,   ,3,665,0,105,0,14,2,387
1565314,CC1=CC(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,2,741,0,110,0,18,1,435
1567573,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],anil_di_alk_A(478),   ,   ,5,636,0,109,1,12,1,375
1568981,COC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,0,634,0,105,0,11,0,376
1575160,CC1=C(C(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCCCC3)C,anil_di_alk_A(478),   ,   ,2,658,0,107,0,14,1,381
1604981,CN(C)C1=CC=C(C=C1)NC(=O)CSC2=NC(=C(S2)C(=O)NC3=CC=C(C=C3)N(C)C)N,anil_di_alk_A(478),   ,   ,20,699,6,117,0,14,12,412
1610772,C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC4=CC=CC=C43)Cl,anil_di_alk_A(478),   ,   ,4,619,0,104,0,11,3,369
1616060,CS(=O)(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CS3,anil_di_alk_A(478),   ,   ,3,619,1,103,0,11,2,368
1617760,CN(C)C1=CC=C(C=C1)NC(=O)C2=C(N=C(S2)SCC(=O)NC3=CC=C(C=C3)Br)N,anil_di_alk_A(478),   ,   ,5,655,0,104,0,14,3,382
1618051,CCCCCC(=O)NC1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C,anil_di_alk_A(478),   ,   ,3,783,0,127,0,25,3,468
1618156,CCCOC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CO4,anil_di_alk_A(478),   ,   ,1,490,0,89,0,7,0,279
1618256,CCCCC(=O)NC1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C,anil_di_alk_A(478),   ,   ,1,781,1,128,0,25,0,462
1618504,CCCCOC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C(C)C,anil_di_alk_A(478),   ,   ,5,806,1,129,0,24,2,481
1637325,COC1=CC=CC=C1OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,1,617,1,106,0,11,0,366
1644659,CC1=CC(=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C,anil_di_alk_A(478),   ,   ,1,771,0,124,0,24,1,459
1644718,CCOC1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)N3CCCCC3,anil_di_alk_A(478),   ,   ,0,485,0,87,0,7,0,278
1651326,COC1=CC=CC=C1C=CC(=O)NC2=CC=C(C=C2)N3CCOCC3,anil_di_alk_A(478),   ,   ,2,633,0,108,0,11,2,375
1676177,CC1(C2=CC=CC=C2N(C1=CC=NC3=CC=C(C=C3)N(C)C)C)C,anil_di_alk_A(478),   ,   ,39,673,6,108,0,14,23,401
